time,prices,quantities,prodID,retID,description
2024-02-01,19.58,124,2039,2,Doormat 60x40cm (variant 136)
2024-02-01,64.12,7,2514,2,SD card 64GB (variant 168)
2024-02-01,0.01,234,2813,2,Red apples 1kg (variant 113)
2024-02-01,0.01,89,3007,2,Picture frame A4 (variant 201)
2024-02-01,0.01,44,2262,1,LED desk lamp (variant 151)
2024-02-01,0.01,17,2994,1,SD card 64GB (variant 200)
2024-01-01,0.11,242,2177,2,Free-range eggs 12pk (variant 88)
2024-02-01,108.72,28,3026,2,Portable speaker (variant 202)
2024-01-01,0.01,59,2068,1,Dress shirt slim (variant 138)
2024-01-01,10.25,33,3140,2,Belt leather (variant 210)
2024-02-01,51.21,28,3398,2,USB hub 4-port (variant 227)
2024-01-01,0.01,9,3258,2,Screen protector (variant 218)
2024-01-01,57.76,82,2004,2,Underwear briefs 3pk (variant 134)
2024-02-01,81.16,99,2588,1,Gloves winter (variant 173)
2024-01-01,8.84,193,2277,2,Free-range eggs 12pk (variant 92)
2024-01-01,137.37,32,2714,1,Mouse pad XL (variant 181)
2024-01-01,2.54,146,2647,2,Picture frame A4 (variant 177)
2024-02-01,2.25,237,2717,2,Green tea bags 50pk (variant 109)
2024-01-01,0.01,50,2577,2,Free-range eggs 12pk (variant 104)
2024-02-01,73.37,44,2070,1,USB-C cable 1m (variant 139)
2024-01-01,96.7,14,2566,2,Wireless mouse (variant 172)
2024-01-01,0.01,434,3081,1,Basmati rice 1kg (variant 124)
2024-01-01,65.12,172,2955,1,Cotton bath towel (variant 198)
2024-02-01,0.01,43,2600,2,Belt leather (variant 174)
2024-02-01,3.23,218,2269,1,Sparkling water 6pk (variant 91)
2024-01-01,3.63,104,3049,1,Peanut butter 500g (variant 122)
2024-01-01,9.49,358,2853,2,Cheddar cheese 250g (variant 115)
2024-01-01,0.01,162,2039,2,Doormat 60x40cm (variant 136)
2024-01-01,33.07,12,2259,2,Pillow insert 50x70cm (variant 151)
2024-01-01,0.01,24,2128,1,Dress shirt slim (variant 142)
2024-01-01,5.98,422,3109,2,Fresh salmon fillet 200g (variant 125)
2024-02-01,4.1,84,2845,1,Almond butter 350g (variant 114)
2024-01-01,0.01,38,2498,1,USB hub 4-port (variant 167)
2024-02-01,0.01,21,2603,1,Curtains blackout pair (variant 174)
2024-02-01,0.01,35,2960,1,Belt leather (variant 198)
2024-02-01,12.45,94,2052,2,Shorts chino (variant 137)
2024-01-01,7.56,28,2850,2,USB-C cable 1m (variant 191)
2024-02-01,4.27,120,3025,1,Organic whole milk 1L (variant 122)
2024-02-01,0.01,23,2026,1,Wireless mouse (variant 136)
2024-02-01,0.01,38,2972,1,Jeans slim fit (variant 199)
2024-02-01,0.01,417,2889,1,Baby spinach 200g (variant 116)
2024-01-01,0.01,40,2339,2,Doormat 60x40cm (variant 156)
2024-01-01,6.19,9,2319,1,Pillow insert 50x70cm (variant 155)
2024-02-01,0.01,30,2103,1,Dish soap 500ml (variant 141)
2024-01-01,5.9,110,2907,2,Clothes hangers 10pk (variant 194)
2024-02-01,0.01,40,2425,2,Organic whole milk 1L (variant 98)
2024-02-01,0.01,298,2413,2,Red apples 1kg (variant 97)
2024-02-01,3.82,18,3386,1,Portable speaker (variant 226)
2024-02-01,6.34,108,2059,1,Laundry detergent 1L (variant 138)
2024-02-01,8.87,456,2033,1,Canned tomatoes 400g (variant 82)
2024-01-01,1.57,11,2020,1,Polo shirt (variant 135)
2024-01-01,0.01,10,2487,2,Clothes hangers 10pk (variant 166)
2024-01-01,2.99,140,2717,1,Green tea bags 50pk (variant 109)
2024-02-01,79.97,24,2842,1,Webcam 1080p (variant 190)
2024-01-01,95.39,39,3298,2,Keyboard wrist rest (variant 220)
2024-01-01,0.01,37,3168,2,Hoodie fleece (variant 212)
2024-02-01,17.16,16,2066,1,Portable speaker (variant 138)
2024-01-01,36.6,10,3104,2,Sweatpants joggers (variant 207)
2024-02-01,25.38,39,2362,2,Webcam 1080p (variant 158)
2024-01-01,52.83,26,3028,2,Dress shirt slim (variant 202)
2024-02-01,68.15,2,3454,2,Power bank 10000mAh (variant 231)
2024-01-01,0.01,48,3302,2,Phone case (variant 221)
2024-01-01,5.86,58,2404,2,Sneakers casual (variant 161)
2024-02-01,0.01,92,2448,2,Hoodie fleece (variant 164)
2024-01-01,3.45,251,2261,2,Avocados 4pk (variant 91)
2024-01-01,14.01,59,2872,2,Cap baseball (variant 192)
2024-01-01,0.01,382,2161,2,Avocados 4pk (variant 87)
2024-01-01,0.01,495,2413,1,Red apples 1kg (variant 97)
2024-02-01,0.01,48,2622,2,LED desk lamp (variant 175)
2024-02-01,0.01,471,3445,2,Almond butter 350g (variant 138)
2024-01-01,0.01,95,2688,2,Hoodie fleece (variant 180)
2024-02-01,0.01,31,2818,1,Keyboard wrist rest (variant 188)
2024-02-01,18.09,18,2342,2,Phone case (variant 157)
2024-01-01,3.39,353,2909,1,Fresh salmon fillet 200g (variant 117)
2024-02-01,14.68,38,2575,1,Cutting board bamboo (variant 172)
2024-01-01,15.38,41,2124,2,Underwear briefs 3pk (variant 142)
2024-02-01,21.21,56,3152,2,Jeans slim fit (variant 211)
2024-02-01,22.64,127,3031,2,Kitchen sponge 3pk (variant 203)
2024-01-01,5.72,96,2509,1,Fresh salmon fillet 200g (variant 101)
2024-02-01,0.01,210,3473,1,Soy sauce 500ml (variant 139)
2024-01-01,0.01,69,2611,2,Kitchen sponge 3pk (variant 175)
2024-02-01,14.31,79,2440,1,Polo shirt (variant 163)
2024-01-01,0.92,14,2721,2,Honey 500g (variant 109)
2024-01-01,0.01,317,2437,2,Bananas 1kg (variant 98)
2024-02-01,1.72,80,2849,1,Peanut butter 500g (variant 114)
2024-02-01,0.01,87,2364,1,Underwear briefs 3pk (variant 158)
2024-02-01,3.42,364,2693,2,Orange juice 1L (variant 108)
2024-02-01,0.01,181,2541,1,Instant coffee 200g (variant 102)
2024-01-01,1.67,227,2545,2,Almond butter 350g (variant 102)
2024-01-01,0.01,3,2358,1,Screen protector (variant 158)
2024-02-01,16.84,36,2866,1,Wireless mouse (variant 192)
2024-02-01,0.01,26,2446,1,Wireless mouse (variant 164)
2024-02-01,13.34,28,2579,1,Doormat 60x40cm (variant 172)
2024-01-01,0.01,128,2827,2,Picture frame A4 (variant 189)
2024-01-01,0.01,35,2026,1,Wireless mouse (variant 136)
2024-01-01,0.01,12,2202,1,LED desk lamp (variant 147)
2024-02-01,5.07,430,2721,1,Honey 500g (variant 109)
2024-02-01,0.01,281,2117,1,Green tea bags 50pk (variant 85)
2024-01-01,13.23,54,2180,1,Belt leather (variant 146)
2024-01-01,0.01,31,2411,2,Storage box 10L (variant 161)
2024-01-01,0.01,278,2205,1,Extra virgin olive oil 750ml (variant 89)
2024-01-01,12.59,33,2308,2,Dress shirt slim (variant 154)
2024-02-01,116.22,3,3462,1,LED desk lamp (variant 231)
2024-02-01,6.85,368,2781,1,Basmati rice 1kg (variant 112)
2024-01-01,0.01,99,2544,1,Underwear briefs 3pk (variant 170)
2024-02-01,0.01,50,2370,2,USB-C cable 1m (variant 159)
2024-02-01,13.32,198,2295,1,Cotton bath towel (variant 154)
2024-02-01,0.01,52,2049,2,Peanut butter 500g (variant 82)
2024-01-01,78.09,19,2978,1,USB hub 4-port (variant 199)
2024-01-01,0.01,78,2341,2,Instant coffee 200g (variant 94)
2024-02-01,0.01,158,3395,2,Paper towels 4pk (variant 227)
2024-02-01,0.01,44,2730,2,USB-C cable 1m (variant 183)
2024-01-01,74.02,36,2474,1,Mouse pad XL (variant 165)
2024-02-01,0.01,68,2936,1,Jacket windbreaker (variant 196)
2024-01-01,2.64,50,2846,2,Portable speaker (variant 190)
2024-01-01,0.01,482,2105,2,Extra virgin olive oil 750ml (variant 85)
2024-02-01,9.14,29,2464,2,Sneakers casual (variant 165)
2024-01-01,16.39,64,2419,1,Laundry detergent 1L (variant 162)
2024-01-01,0.01,75,2044,2,Sneakers casual (variant 137)
2024-02-01,2.28,477,2521,2,Honey 500g (variant 101)
2024-01-01,2.08,301,2201,1,Sourdough bread 500g (variant 89)
2024-02-01,22.06,14,3122,2,Phone case (variant 209)
2024-01-01,0.01,125,3231,2,Candles scented set (variant 216)
2024-01-01,1.02,409,2829,2,Greek yogurt 500g (variant 114)
2024-01-01,0.01,49,2722,1,Webcam 1080p (variant 182)
2024-01-01,106.91,19,2990,2,Bluetooth earbuds (variant 200)
2024-02-01,37.82,111,2111,2,Storage box 10L (variant 141)
2024-01-01,0.01,8,2738,2,USB hub 4-port (variant 183)
2024-01-01,0.01,76,2032,2,Cap baseball (variant 136)
2024-02-01,34.16,138,2607,2,Clothes hangers 10pk (variant 174)
2024-02-01,11.76,69,2152,1,Cap baseball (variant 144)
2024-02-01,0.01,42,3366,1,HDMI cable 2m (variant 225)
2024-01-01,1.26,371,3033,1,Canned tomatoes 400g (variant 122)
2024-02-01,5.84,187,3041,2,Instant coffee 200g (variant 122)
2024-02-01,0.01,84,3129,1,Greek yogurt 500g (variant 126)
2024-01-01,0.01,366,2745,2,Almond butter 350g (variant 110)
2024-02-01,25.96,100,2100,1,Cotton socks 3pk (variant 141)
2024-01-01,32.47,7,2530,1,Wireless charger (variant 169)
2024-02-01,10.76,178,3079,2,Laundry detergent 1L (variant 206)
2024-01-01,62.42,11,2558,1,USB hub 4-port (variant 171)
2024-01-01,0.01,34,3100,2,Polo shirt (variant 207)
2024-02-01,0.01,39,3002,2,Phone case (variant 201)
2024-02-01,0.01,34,2434,1,Power bank 10000mAh (variant 163)
2024-02-01,33.2,130,2775,1,Cotton bath towel (variant 186)
2024-02-01,105.23,18,3090,1,USB-C cable 1m (variant 207)
2024-02-01,31.66,71,2887,1,Picture frame A4 (variant 193)
2024-02-01,0.01,91,2283,2,Dish soap 500ml (variant 153)
2024-02-01,0.01,166,2999,1,Doormat 60x40cm (variant 200)
2024-01-01,0.01,446,2461,2,Avocados 4pk (variant 99)
2024-01-01,87.05,39,2794,1,Power bank 10000mAh (variant 187)
2024-02-01,6.82,79,3040,2,Polo shirt (variant 203)
2024-01-01,216.65,1,2874,1,SD card 64GB (variant 192)
2024-01-01,0.01,128,2423,2,Curtains blackout pair (variant 162)
2024-01-01,19.47,39,2028,2,Hoodie fleece (variant 136)
2024-02-01,0.01,43,3050,2,Bluetooth earbuds (variant 204)
2024-02-01,0.67,84,2040,2,Cotton socks 3pk (variant 137)
2024-02-01,5.63,20,2126,1,Portable speaker (variant 142)
2024-02-01,0.01,331,3189,1,Baby spinach 200g (variant 128)
2024-01-01,0.01,20,2782,1,Webcam 1080p (variant 186)
2024-02-01,0.01,61,2061,1,Avocados 4pk (variant 83)
2024-01-01,5.69,101,2569,2,Sparkling water 6pk (variant 103)
2024-01-01,0.01,9,2046,1,HDMI cable 2m (variant 137)
2024-01-01,0.01,9,2114,2,Mouse pad XL (variant 141)
2024-01-01,0.01,191,2951,2,Storage box 10L (variant 197)
2024-02-01,6.09,35,2445,2,Almond butter 350g (variant 98)
2024-02-01,45.78,60,3388,1,Dress shirt slim (variant 226)
2024-01-01,0.01,204,2989,2,Baby spinach 200g (variant 120)
2024-02-01,0.01,27,3151,2,Kitchen sponge 3pk (variant 211)
2024-02-01,93.77,10,2974,1,Power bank 10000mAh (variant 199)
2024-01-01,0.01,64,2492,2,Jeans slim fit (variant 167)
2024-01-01,100.25,11,2258,2,USB hub 4-port (variant 151)
2024-01-01,5.02,314,2253,1,Cheddar cheese 250g (variant 91)
2024-01-01,17.81,40,2866,1,Wireless mouse (variant 192)
2024-01-01,0.01,94,2436,2,Scarf wool blend (variant 163)
2024-01-01,16.14,3,3090,2,USB-C cable 1m (variant 207)
2024-02-01,4.65,469,2381,2,Basmati rice 1kg (variant 96)
2024-01-01,7.15,437,2357,1,Pasta penne 500g (variant 95)
2024-01-01,20.97,21,2694,2,SD card 64GB (variant 180)
2024-01-01,1.91,323,3173,2,Soy sauce 500ml (variant 127)
2024-01-01,0.01,48,2454,1,SD card 64GB (variant 164)
2024-02-01,14.05,24,2380,1,Polo shirt (variant 159)
2024-01-01,24.2,79,2067,1,Clothes hangers 10pk (variant 138)
2024-01-01,0.01,458,3121,2,Honey 500g (variant 125)
2024-02-01,47.15,28,2316,1,Scarf wool blend (variant 155)
2024-01-01,0.01,34,2434,1,Power bank 10000mAh (variant 163)
2024-01-01,0.01,12,2378,2,USB hub 4-port (variant 159)
2024-01-01,0.01,59,3236,2,Jacket windbreaker (variant 216)
2024-01-01,12.65,17,2656,1,T-shirt plain (variant 178)
2024-02-01,51.67,20,2578,1,Keyboard wrist rest (variant 172)
2024-02-01,0.01,195,2875,1,Cutting board bamboo (variant 192)
2024-01-01,67.48,36,2416,1,T-shirt plain (variant 162)
2024-02-01,3.81,171,2879,1,Doormat 60x40cm (variant 192)
2024-02-01,25.68,121,2631,2,Candles scented set (variant 176)
2024-01-01,2.7,140,2783,2,Curtains blackout pair (variant 186)
2024-02-01,29.4,84,2128,1,Dress shirt slim (variant 142)
2024-02-01,0.01,18,3142,1,Webcam 1080p (variant 210)
2024-02-01,0.01,88,2256,1,Scarf wool blend (variant 151)
2024-01-01,0.01,104,3159,2,Pillow insert 50x70cm (variant 211)
2024-01-01,1.98,51,2293,2,Orange juice 1L (variant 92)
2024-01-01,72.68,31,2728,1,Dress shirt slim (variant 182)
2024-01-01,12.03,170,2719,1,Laundry detergent 1L (variant 182)
2024-01-01,0.01,59,2228,2,Gloves winter (variant 149)
2024-01-01,0.01,21,2962,2,Webcam 1080p (variant 198)
2024-01-01,122.29,9,2658,2,Screen protector (variant 178)
2024-02-01,20.92,64,2647,1,Picture frame A4 (variant 177)
2024-02-01,0.01,52,3424,1,Sneakers casual (variant 229)
2024-01-01,29.76,198,2163,1,Dish soap 500ml (variant 145)
2024-01-01,18.95,41,2852,1,Jeans slim fit (variant 191)
2024-01-01,33.61,42,2328,2,Hoodie fleece (variant 156)
2024-02-01,0.01,9,3060,2,Cotton socks 3pk (variant 205)
2024-02-01,0.01,20,2110,2,Wireless charger (variant 141)
2024-02-01,0.01,21,2666,1,Portable speaker (variant 178)
2024-02-01,42.02,78,2544,1,Underwear briefs 3pk (variant 170)
2024-02-01,2.42,271,3361,1,Avocados 4pk (variant 135)
2024-01-01,54.08,27,3322,1,Webcam 1080p (variant 222)
2024-02-01,31.45,169,3023,1,Curtains blackout pair (variant 202)
2024-02-01,106.71,32,2234,2,Mouse pad XL (variant 149)
2024-01-01,4.06,36,2423,2,Curtains blackout pair (variant 162)
2024-02-01,0.01,108,2023,1,Shower curtain (variant 135)
2024-02-01,2.08,347,2605,1,Extra virgin olive oil 750ml (variant 105)
2024-01-01,139.77,15,2946,1,HDMI cable 2m (variant 197)
2024-01-01,7.09,120,3131,1,Storage box 10L (variant 209)
2024-01-01,0.01,33,2088,1,Hoodie fleece (variant 140)
2024-01-01,5.59,408,3225,1,Organic whole milk 1L (variant 130)
2024-01-01,34.08,58,3287,1,Trash bags 30L (variant 220)
2024-02-01,2.9,300,2869,1,Sparkling water 6pk (variant 115)
2024-02-01,9.63,69,2063,2,Curtains blackout pair (variant 138)
2024-01-01,0.01,8,2994,1,SD card 64GB (variant 200)
2024-02-01,0.01,24,2988,1,Hoodie fleece (variant 200)
2024-01-01,0.01,148,2171,2,Storage box 10L (variant 145)
2024-02-01,220.58,45,2062,1,Webcam 1080p (variant 138)
2024-02-01,11.4,210,2285,1,Chicken breast 500g (variant 92)
2024-02-01,27.89,7,2507,2,Trash bags 30L (variant 168)
2024-02-01,54.23,101,2931,2,Candles scented set (variant 196)
2024-01-01,0.01,62,2237,1,Bananas 1kg (variant 90)
2024-02-01,0.89,29,2491,2,Kitchen sponge 3pk (variant 167)
2024-01-01,0.01,24,3188,2,Gloves winter (variant 213)
2024-01-01,0.1,22,3149,2,Peanut butter 500g (variant 126)
2024-02-01,0.01,162,2371,1,Kitchen sponge 3pk (variant 159)
2024-01-01,0.01,436,3157,1,Pasta penne 500g (variant 127)
2024-02-01,0.01,465,2433,2,Canned tomatoes 400g (variant 98)
2024-01-01,25.13,110,3279,2,Pillow insert 50x70cm (variant 219)
2024-01-01,88.02,33,2494,1,Power bank 10000mAh (variant 167)
2024-01-01,4.94,234,2145,1,Almond butter 350g (variant 86)
2024-01-01,46.11,103,2967,2,Clothes hangers 10pk (variant 198)
2024-02-01,17.34,41,2160,1,Cotton socks 3pk (variant 145)
2024-01-01,134.07,43,2802,1,LED desk lamp (variant 187)
2024-02-01,0.01,222,2077,2,Free-range eggs 12pk (variant 84)
2024-02-01,60.95,18,2266,1,Wireless mouse (variant 152)
2024-02-01,0.01,31,2028,2,Hoodie fleece (variant 136)
2024-01-01,42.35,22,2218,2,Keyboard wrist rest (variant 148)
2024-01-01,66.92,49,2134,2,Power bank 10000mAh (variant 143)
2024-01-01,0.01,125,2315,1,Paper towels 4pk (variant 155)
2024-02-01,1.81,137,2397,2,Frozen peas 1kg (variant 96)
2024-01-01,28.74,89,2376,1,Scarf wool blend (variant 159)
2024-02-01,3.8,366,2553,1,Cheddar cheese 250g (variant 103)
2024-02-01,71.21,43,3354,1,SD card 64GB (variant 224)
2024-02-01,23.49,175,2563,2,Shower curtain (variant 171)
2024-02-01,15.37,18,2368,1,Dress shirt slim (variant 158)
2024-02-01,47.62,60,3436,1,T-shirt plain (variant 230)
2024-01-01,0.01,53,2196,1,Scarf wool blend (variant 147)
2024-01-01,0.01,33,2283,2,Dish soap 500ml (variant 153)
2024-01-01,0.01,29,2146,1,Wireless mouse (variant 144)
2024-01-01,96.76,29,2122,1,Webcam 1080p (variant 142)
2024-01-01,6.65,313,3341,1,Instant coffee 200g (variant 134)
2024-01-01,26.78,26,2235,1,Cotton bath towel (variant 150)
2024-01-01,82.73,33,2980,2,Polo shirt (variant 199)
2024-01-01,0.01,23,2018,2,USB hub 4-port (variant 135)
2024-02-01,0.01,223,3101,1,Sourdough bread 500g (variant 125)
2024-01-01,96.04,11,2598,2,Screen protector (variant 174)
2024-01-01,17.96,23,2712,1,Shorts chino (variant 181)
2024-01-01,48.91,173,3175,1,Cutting board bamboo (variant 212)
2024-02-01,71.93,16,2354,1,Mouse pad XL (variant 157)
2024-01-01,136.82,20,2790,1,USB-C cable 1m (variant 187)
2024-02-01,3.24,100,2833,2,Canned tomatoes 400g (variant 114)
2024-01-01,2.61,184,3335,2,Paper towels 4pk (variant 223)
2024-02-01,0.01,36,3060,1,Cotton socks 3pk (variant 205)
2024-02-01,0.28,61,2220,2,Cotton socks 3pk (variant 149)
2024-01-01,26.6,36,2002,1,Webcam 1080p (variant 134)
2024-02-01,7.18,17,2671,2,Kitchen sponge 3pk (variant 179)
2024-02-01,16.17,30,2754,2,SD card 64GB (variant 184)
2024-02-01,0.01,93,2760,2,Cotton socks 3pk (variant 185)
2024-02-01,13.6,26,3020,2,Belt leather (variant 202)
2024-01-01,0.01,376,3313,1,Red apples 1kg (variant 133)
2024-01-01,0.01,34,2804,2,Sweatpants joggers (variant 187)
2024-01-01,0.44,193,3241,2,Instant coffee 200g (variant 130)
2024-01-01,27.1,32,3116,2,Jacket windbreaker (variant 208)
2024-01-01,42.63,30,2718,2,Screen protector (variant 182)
2024-01-01,0.01,59,3301,1,Sourdough bread 500g (variant 133)
2024-02-01,39.95,39,2606,2,Portable speaker (variant 174)
2024-02-01,0.01,4,2018,1,USB hub 4-port (variant 135)
2024-02-01,0.01,154,2919,1,Pillow insert 50x70cm (variant 195)
2024-02-01,0.01,257,2385,1,Chicken breast 500g (variant 96)
2024-02-01,28.79,29,2294,2,Mouse pad XL (variant 153)
2024-02-01,0.01,97,2611,1,Kitchen sponge 3pk (variant 175)
2024-02-01,129.01,36,3006,1,HDMI cable 2m (variant 201)
2024-02-01,0.01,118,2839,1,Laundry detergent 1L (variant 190)
2024-01-01,3.76,65,2335,1,Cutting board bamboo (variant 156)
2024-02-01,1.44,477,2681,1,Basmati rice 1kg (variant 108)
2024-02-01,30.59,67,3028,2,Dress shirt slim (variant 202)
2024-02-01,12.81,56,2009,1,Fresh salmon fillet 200g (variant 81)
2024-01-01,76.42,1,2346,1,HDMI cable 2m (variant 157)
2024-02-01,29.41,8,2144,1,Sweatpants joggers (variant 143)
2024-01-01,0.01,33,2904,1,Underwear briefs 3pk (variant 194)
2024-01-01,0.01,118,2641,1,Instant coffee 200g (variant 106)
2024-01-01,0.01,253,2405,1,Extra virgin olive oil 750ml (variant 97)
2024-01-01,19.92,190,3191,2,Storage box 10L (variant 213)
2024-02-01,10.13,46,3364,2,Sneakers casual (variant 225)
2024-01-01,0.01,43,2822,2,Phone case (variant 189)
2024-01-01,0.01,55,2292,2,Shorts chino (variant 153)
2024-02-01,14.89,91,2876,1,Jacket windbreaker (variant 192)
2024-02-01,0.01,66,2905,1,Extra virgin olive oil 750ml (variant 117)
2024-01-01,0.01,167,2181,1,Basmati rice 1kg (variant 88)
2024-02-01,4.89,173,2289,2,Baby spinach 200g (variant 92)
2024-02-01,0.01,184,2783,2,Curtains blackout pair (variant 186)
2024-01-01,0.01,42,2154,1,SD card 64GB (variant 144)
2024-01-01,34.88,95,2107,1,Picture frame A4 (variant 141)
2024-01-01,0.01,45,2534,2,Mouse pad XL (variant 169)
2024-02-01,0.53,349,2309,2,Fresh salmon fillet 200g (variant 93)
2024-02-01,0.01,27,2882,1,Phone case (variant 193)
2024-01-01,0.01,113,2667,2,Clothes hangers 10pk (variant 178)
2024-01-01,39.52,188,2467,1,Picture frame A4 (variant 165)
2024-01-01,10.57,40,3218,1,USB hub 4-port (variant 215)
2024-02-01,2.07,230,2913,2,Red apples 1kg (variant 117)
2024-02-01,103.51,35,2014,1,Power bank 10000mAh (variant 135)
2024-01-01,0.01,36,2550,1,USB-C cable 1m (variant 171)
2024-02-01,0.01,259,2909,1,Fresh salmon fillet 200g (variant 117)
2024-01-01,0.01,12,3130,1,Wireless charger (variant 209)
2024-02-01,0.01,21,3486,1,HDMI cable 2m (variant 233)
2024-02-01,51.72,50,2442,1,LED desk lamp (variant 163)
2024-01-01,0.01,26,2198,1,USB hub 4-port (variant 147)
2024-02-01,87.37,39,2586,2,HDMI cable 2m (variant 173)
2024-01-01,20.27,85,2952,2,Shorts chino (variant 197)
2024-02-01,0.01,43,2038,2,Keyboard wrist rest (variant 136)
2024-01-01,8.22,88,3056,2,Jacket windbreaker (variant 204)
2024-01-01,29.73,4,2990,2,Bluetooth earbuds (variant 200)
2024-02-01,2.99,42,2765,2,Dark chocolate 100g (variant 111)
2024-02-01,3.6,432,3437,2,Bananas 1kg (variant 138)
2024-02-01,31.67,100,2203,1,Shower curtain (variant 147)
2024-02-01,29.25,162,2255,1,Paper towels 4pk (variant 151)
2024-01-01,5.78,59,3056,1,Jacket windbreaker (variant 204)
2024-01-01,0.01,15,3319,2,Laundry detergent 1L (variant 222)
2024-02-01,24.77,115,2939,1,Doormat 60x40cm (variant 196)
2024-01-01,0.98,310,2761,2,Avocados 4pk (variant 111)
2024-01-01,0.01,97,3100,2,Polo shirt (variant 207)
2024-01-01,0.01,85,2352,2,Shorts chino (variant 157)
2024-02-01,171.69,44,3190,1,Wireless charger (variant 213)
2024-01-01,8.89,63,3347,2,Trash bags 30L (variant 224)
2024-01-01,0.01,11,2458,2,Keyboard wrist rest (variant 164)
2024-02-01,0.17,65,2033,2,Canned tomatoes 400g (variant 82)
2024-02-01,0.01,104,2739,2,Pillow insert 50x70cm (variant 183)
2024-01-01,0.01,57,2633,2,Canned tomatoes 400g (variant 106)
2024-02-01,7.31,476,2901,2,Sourdough bread 500g (variant 117)
2024-02-01,0.01,175,2043,2,Dish soap 500ml (variant 137)
2024-01-01,4.97,101,3027,2,Clothes hangers 10pk (variant 202)
2024-01-01,0.01,109,3003,1,Dish soap 500ml (variant 201)
2024-01-01,28.2,33,2108,2,Gloves winter (variant 141)
2024-01-01,0.27,312,2413,2,Red apples 1kg (variant 97)
2024-02-01,86.2,78,2392,1,Cap baseball (variant 160)
2024-01-01,13.47,93,2116,2,T-shirt plain (variant 142)
2024-01-01,24.23,120,2911,1,Kitchen sponge 3pk (variant 195)
2024-01-01,13.25,91,2092,2,Cap baseball (variant 140)
2024-02-01,25.99,46,2690,2,Bluetooth earbuds (variant 180)
2024-02-01,16.9,57,2764,2,Sneakers casual (variant 185)
2024-02-01,83.77,26,2790,1,USB-C cable 1m (variant 187)
2024-01-01,3.26,158,2621,2,Honey 500g (variant 105)
2024-01-01,0.01,56,2839,1,Laundry detergent 1L (variant 190)
2024-02-01,0.01,186,2055,1,Cotton bath towel (variant 138)
2024-02-01,33.66,181,2143,2,Shower curtain (variant 143)
2024-01-01,5.79,174,2677,2,Free-range eggs 12pk (variant 108)
2024-02-01,7.67,194,2771,1,Storage box 10L (variant 185)
2024-02-01,0.01,20,2478,2,Screen protector (variant 166)
2024-01-01,0.01,60,3307,1,Picture frame A4 (variant 221)
2024-01-01,0.01,35,2824,2,Sneakers casual (variant 189)
2024-01-01,0.01,28,2718,2,Screen protector (variant 182)
2024-02-01,0.01,181,3375,2,Cotton bath towel (variant 226)
2024-02-01,2.33,240,2121,1,Honey 500g (variant 85)
2024-01-01,0.01,25,2162,2,Phone case (variant 145)
2024-02-01,1.02,34,3489,1,Baby spinach 200g (variant 140)
2024-01-01,39.75,198,2119,2,Laundry detergent 1L (variant 142)
2024-01-01,0.01,43,2156,2,Jacket windbreaker (variant 144)
2024-01-01,0.01,29,2750,1,Bluetooth earbuds (variant 184)
2024-02-01,7.48,168,2155,1,Cutting board bamboo (variant 144)
2024-01-01,1.48,186,2649,2,Peanut butter 500g (variant 106)
2024-01-01,2.89,486,3209,2,Fresh salmon fillet 200g (variant 129)
2024-01-01,0.62,34,2408,2,Gloves winter (variant 161)
2024-01-01,0.01,67,3305,1,Extra virgin olive oil 750ml (variant 133)
2024-01-01,3.34,83,3156,1,Scarf wool blend (variant 211)
2024-01-01,56.77,38,2624,1,Sweatpants joggers (variant 175)
2024-01-01,2.3,61,2096,1,Jacket windbreaker (variant 140)
2024-02-01,0.01,40,3388,2,Dress shirt slim (variant 226)
2024-02-01,13.22,48,3052,1,Cap baseball (variant 204)
2024-01-01,6.41,79,2704,1,Sneakers casual (variant 181)
2024-01-01,43.18,60,2216,2,Jacket windbreaker (variant 148)
2024-02-01,5.05,157,2085,1,Chicken breast 500g (variant 84)
2024-01-01,0.01,37,2482,2,Webcam 1080p (variant 166)
2024-02-01,0.01,42,2426,2,Portable speaker (variant 162)
2024-02-01,49.47,4,2934,1,SD card 64GB (variant 196)
2024-01-01,69.02,30,2006,2,Portable speaker (variant 134)
2024-01-01,0.01,167,3085,1,Chicken breast 500g (variant 124)
2024-02-01,18.07,71,2627,1,Trash bags 30L (variant 176)
2024-01-01,0.01,181,2059,2,Laundry detergent 1L (variant 138)
2024-01-01,0.01,36,2198,2,USB hub 4-port (variant 147)
2024-02-01,0.01,12,2524,1,Sneakers casual (variant 169)
2024-02-01,4.39,20,2753,2,Cheddar cheese 250g (variant 111)
2024-01-01,25.34,8,2670,2,USB-C cable 1m (variant 179)
2024-02-01,0.01,33,2284,1,Sneakers casual (variant 153)
2024-01-01,0.01,96,3028,1,Dress shirt slim (variant 202)
2024-02-01,0.01,41,2204,1,Sweatpants joggers (variant 147)
2024-01-01,0.01,19,2311,2,Kitchen sponge 3pk (variant 155)
2024-02-01,29.68,130,2095,2,Cutting board bamboo (variant 140)
2024-02-01,0.01,489,2025,1,Organic whole milk 1L (variant 82)
2024-02-01,57.9,68,2680,2,Polo shirt (variant 179)
2024-01-01,0.46,55,2933,1,Canned tomatoes 400g (variant 118)
2024-01-01,9.81,53,2768,1,Gloves winter (variant 185)
2024-02-01,2.39,42,3460,2,Polo shirt (variant 231)
2024-01-01,18.0,99,2748,2,Hoodie fleece (variant 184)
